status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
default,1,owner,60,40,married,no,fixed,45,0.0,3000.0,180.0,1700,1777
ok,24,other,60,40,married,no,fixed,45,115.0,0.0,0.0,1250,1461
default,1,parents,30,23,single,no,freelance,35,60.0,0.0,0.0,800,1452
ok,15,rent,48,55,widow,no,fixed,62,173.0,0.0,0.0,1100,1467
ok,24,owner,48,48,married,no,fixed,75,90.0,3000.0,0.0,400,975
default,5,rent,36,48,married,no,freelance,97,365.0,0.0,0.0,1300,1736
default,1,other,36,44,married,yes,fixed,60,154.0,2500.0,0.0,2000,2500
default,0,parents,36,29,separated,no,freelance,35,0.0,0.0,0.0,650,975
default,4,rent,60,46,married,no,freelance,70,100.0,0.0,0.0,2400,2500
ok,0,parents,36,23,single,no,fixed,35,70.0,0.0,0.0,900,1210
ok,2,other,48,29,single,no,fixed,35,75.0,0.0,0.0,650,824
ok,25,owner,60,63,married,yes,freelance,60,60.0,47500.0,3360.0,1000,1162
ok,17,rent,24,40,married,yes,fixed,58,128.0,0.0,0.0,700,982
ok,14,parents,48,37,married,yes,fixed,60,120.0,0.0,0.0,1000,1189
default,0,other,60,23,single,no,fixed,35,0.0,0.0,0.0,700,969
ok,15,owner,36,49,married,no,fixed,75,113.0,8000.0,0.0,1050,1055
default,16,rent,60,40,married,no,freelance,82,71.0,0.0,0.0,2000,2250
ok,16,owner,36,40,married,yes,fixed,90,120.0,6000.0,0.0,900,1150
ok,1,parents,36,23,single,no,fixed,35,55.0,5000.0,0.0,775,925
ok,15,owner,36,42,single,no,fixed,35,90.0,5000.0,3000.0,1000,1243
ok,5,owner,60,35,married,no,freelance,45,0.0,,0.0,700,768
ok,5,rent,48,28,married,yes,fixed,60,154.0,3000.0,0.0,825,1661
default,0,owner,48,39,married,no,freelance,60,16.0,3000.0,0.0,850,1053
ok,1,owner,36,36,married,no,freelance,75,416.0,8000.0,0.0,3875,5175
ok,13,parents,48,28,married,no,fixed,90,105.0,0.0,0.0,1200,1590
ok,10,rent,36,38,married,no,fixed,66,210.0,0.0,0.0,500,1171
ok,2,owner,60,33,married,no,fixed,35,146.0,8000.0,2000.0,1000,1844
ok,2,parents,60,30,separated,no,freelance,35,150.0,0.0,0.0,1500,1671
default,0,owner,36,36,married,no,others,45,105.0,5000.0,3000.0,1000,1620
ok,13,owner,60,28,married,no,fixed,45,148.0,3500.0,144.0,1350,1496
ok,0,private,48,56,married,no,others,35,84.0,4500.0,50.0,700,940
ok,8,rent,48,39,married,no,freelance,66,60.0,0.0,0.0,700,1580
ok,4,owner,36,54,married,no,freelance,35,80.0,25000.0,0.0,1400,1490
ok,15,parents,60,35,single,no,fixed,45,226.0,6000.0,2200.0,1350,1609
ok,1,owner,48,29,married,no,fixed,45,130.0,4000.0,0.0,1000,1777
default,20,rent,60,47,married,no,fixed,85,100.0,8000.0,0.0,1250,1250
ok,2,owner,60,35,married,no,others,60,175.0,2500.0,0.0,1250,1412
default,0,other,60,32,single,no,partime,35,0.0,0.0,0.0,600,1690
ok,0,rent,60,35,single,no,fixed,51,163.0,0.0,0.0,1000,1353
ok,15,other,36,30,married,no,fixed,45,131.0,0.0,0.0,250,1341
ok,24,owner,48,39,married,no,fixed,75,125.0,6000.0,200.0,1000,1409
ok,15,owner,48,57,married,no,freelance,35,212.0,65000.0,0.0,1300,1852
default,1,rent,24,32,single,no,freelance,35,0.0,0.0,0.0,290,490
ok,17,rent,30,45,married,no,fixed,55,104.0,0.0,0.0,550,575
default,1,rent,24,24,single,no,partime,42,65.0,0.0,0.0,750,1192
default,2,parents,60,23,single,yes,partime,35,75.0,0.0,0.0,1100,1139
ok,0,parents,60,24,single,no,fixed,35,126.0,1500.0,0.0,900,1092
ok,0,parents,18,20,married,no,fixed,35,91.0,0.0,0.0,600,750
ok,14,rent,36,49,married,no,fixed,70,103.0,0.0,0.0,500,1017
ok,2,parents,60,24,single,no,fixed,35,100.0,0.0,0.0,1600,1601
ok,7,rent,60,40,married,yes,freelance,76,164.0,3000.0,0.0,800,1032
ok,6,owner,60,31,married,no,fixed,45,131.0,4000.0,1600.0,600,1661
ok,2,other,18,25,married,yes,freelance,60,0.0,0.0,0.0,850,1400
ok,0,other,48,39,married,no,fixed,60,85.0,0.0,0.0,1450,1594
default,2,private,60,22,married,no,partime,35,60.0,2800.0,0.0,1300,1422
default,0,owner,36,30,separated,no,freelance,60,48.0,7000.0,0.0,300,365
ok,0,parents,60,21,single,no,partime,45,312.0,10000.0,0.0,1033,1175
ok,0,parents,24,22,single,no,partime,35,80.0,0.0,0.0,650,1356
default,0,rent,18,28,married,yes,fixed,68,83.0,0.0,0.0,200,300
ok,8,owner,24,32,married,no,fixed,60,77.0,4000.0,0.0,350,865
ok,2,parents,24,23,single,no,freelance,35,63.0,20000.0,0.0,600,2143
ok,0,parents,24,36,married,no,others,90,31.0,0.0,0.0,625,725
default,2,rent,60,20,single,no,fixed,46,108.0,0.0,0.0,1200,1300
ok,4,owner,60,25,married,no,fixed,45,68.0,4500.0,1379.0,725,1460
ok,5,parents,30,24,married,no,fixed,35,120.0,0.0,0.0,700,1804
ok,8,owner,36,35,married,yes,fixed,45,213.0,6000.0,0.0,1700,2450
ok,10,parents,48,58,married,no,others,35,450.0,2500.0,0.0,1200,1505
ok,5,owner,60,32,married,no,fixed,45,145.0,13000.0,0.0,1500,1850
default,15,owner,36,56,married,yes,freelance,35,90.0,16000.0,0.0,800,1300
ok,2,rent,60,53,widow,no,fixed,46,114.0,0.0,0.0,1050,1348
ok,2,parents,60,26,single,no,fixed,35,104.0,10000.0,0.0,1400,1490
ok,20,owner,60,40,married,no,fixed,45,240.0,8000.0,0.0,900,950
ok,1,owner,36,48,married,no,others,45,45.0,32000.0,0.0,1500,2700
ok,10,parents,60,28,single,no,fixed,35,70.0,3500.0,0.0,1300,1743
ok,0,owner,60,34,married,no,fixed,60,85.0,4000.0,0.0,1100,1628
ok,11,owner,60,28,married,no,fixed,35,82.0,1500.0,0.0,1090,1491
default,2,rent,24,30,married,no,partime,53,80.0,0.0,0.0,500,975
default,20,owner,48,47,married,no,freelance,45,66.0,,0.0,1200,1668
default,0,private,60,43,married,no,partime,90,82.0,4000.0,0.0,600,790
ok,3,owner,60,41,married,no,fixed,75,99.0,16000.0,500.0,1000,3300
ok,28,owner,48,54,married,no,freelance,75,46.0,15000.0,0.0,900,1300
ok,23,other,54,38,separated,no,fixed,60,178.0,0.0,0.0,740,989
ok,4,rent,60,30,married,no,fixed,60,147.0,5500.0,2000.0,1700,1719
ok,11,owner,48,41,married,yes,freelance,45,280.0,4000.0,1300.0,1000,1350
ok,12,owner,60,45,married,no,freelance,35,75.0,4000.0,0.0,1000,1100
ok,6,owner,6,29,married,no,fixed,45,190.0,5000.0,0.0,200,2179
default,0,owner,6,33,single,yes,partime,45,240.0,4500.0,0.0,675,1146
ok,1,parents,48,25,single,no,freelance,35,280.0,6000.0,0.0,1100,1650
default,8,other,60,41,married,no,freelance,45,62.0,0.0,0.0,1800,2101
ok,12,owner,48,35,married,no,fixed,60,90.0,4500.0,0.0,900,1097
ok,17,parents,36,33,separated,yes,fixed,35,96.0,0.0,0.0,475,475
ok,17,rent,60,44,married,no,fixed,51,159.0,0.0,0.0,1100,1668
ok,1,owner,48,42,married,no,fixed,75,155.0,8000.0,0.0,600,1680
ok,19,rent,60,42,single,no,fixed,43,78.0,0.0,0.0,730,1070
default,0,rent,24,42,married,yes,fixed,103,283.0,0.0,0.0,1897,2517
ok,10,owner,54,41,married,no,fixed,45,130.0,4500.0,0.0,1700,1957
ok,16,other,42,49,married,yes,fixed,45,80.0,0.0,0.0,700,950
ok,0,rent,36,42,single,yes,partime,48,129.0,0.0,0.0,525,525
ok,5,owner,60,49,married,no,fixed,35,122.0,5000.0,0.0,1500,1740
ok,10,owner,30,32,married,no,freelance,60,65.0,3000.0,0.0,600,1200
ok,7,parents,36,24,single,no,fixed,35,127.0,0.0,0.0,300,2612
ok,3,other,48,28,married,no,fixed,35,125.0,1500.0,0.0,1500,1689
ok,0,owner,36,42,married,no,freelance,60,260.0,3000.0,250.0,1100,1288
ok,10,rent,60,42,married,no,fixed,76,158.0,5000.0,0.0,1000,1000
ok,32,owner,36,49,married,no,fixed,75,163.0,4000.0,0.0,400,700
default,14,owner,48,29,married,no,fixed,75,131.0,4000.0,0.0,980,2981
ok,20,rent,60,38,married,no,fixed,74,140.0,0.0,0.0,1500,1600
ok,26,owner,60,41,married,no,fixed,45,132.0,0.0,0.0,1100,1472
ok,10,private,60,46,married,no,fixed,75,66.0,5500.0,1700.0,1250,1525
ok,6,owner,60,33,married,no,partime,60,140.0,6000.0,0.0,1150,1715
ok,2,owner,60,23,single,no,fixed,35,150.0,3000.0,0.0,2000,4904
ok,24,owner,48,39,married,no,fixed,75,110.0,3000.0,0.0,1150,1379
default,2,private,48,27,married,no,others,75,59.0,2500.0,2200.0,1200,1530
ok,3,private,36,37,married,no,freelance,45,0.0,4500.0,0.0,900,1596
ok,1,parents,48,23,single,no,fixed,35,139.0,0.0,0.0,650,650
ok,2,parents,36,22,single,no,partime,35,100.0,25000.0,0.0,1400,1850
ok,16,rent,60,35,single,no,fixed,49,135.0,0.0,0.0,1300,1310
ok,5,owner,48,46,married,no,fixed,90,137.0,2000.0,0.0,1100,1487
ok,1,rent,60,40,married,no,fixed,57,120.0,0.0,0.0,1500,1737
ok,0,rent,48,52,married,no,freelance,35,0.0,5000.0,0.0,800,1794
ok,7,owner,36,41,married,no,fixed,75,87.0,4500.0,0.0,2000,2104
ok,23,rent,48,57,single,yes,fixed,49,142.0,0.0,0.0,1300,1450
ok,2,parents,60,35,single,no,others,35,65.0,0.0,0.0,1100,1324
ok,10,owner,6,46,married,no,freelance,45,464.0,10000.0,0.0,1100,2235
default,5,rent,60,42,married,yes,freelance,113,83.0,0.0,0.0,1530,1530
default,0,other,60,38,married,yes,fixed,45,0.0,0.0,0.0,1500,1700
ok,0,owner,48,25,single,no,fixed,35,126.0,2800.0,0.0,1170,1372
default,0,parents,24,20,single,no,partime,35,66.0,0.0,0.0,550,550
ok,2,rent,48,24,single,no,fixed,44,90.0,0.0,0.0,1200,1450
ok,10,other,60,57,married,no,fixed,60,84.0,9000.0,0.0,1400,1423
ok,4,other,60,37,married,yes,freelance,60,61.0,0.0,0.0,1420,1450
ok,4,parents,60,27,married,no,freelance,35,0.0,0.0,0.0,1050,1214
default,2,owner,60,31,married,no,fixed,45,55.0,4000.0,800.0,700,1250
ok,43,other,24,60,married,no,fixed,60,185.0,0.0,0.0,319,1669
ok,8,parents,48,34,single,no,fixed,35,85.0,0.0,0.0,1000,1383
ok,9,owner,48,26,married,no,fixed,35,101.0,5000.0,0.0,500,1997
ok,8,private,48,25,single,no,fixed,45,180.0,1500.0,0.0,1100,1200
ok,30,other,48,50,married,no,fixed,45,220.0,0.0,0.0,600,900
default,2,owner,48,41,married,no,fixed,60,142.0,4000.0,0.0,2000,2465
ok,5,parents,24,32,married,no,fixed,35,91.0,0.0,0.0,450,530
default,2,rent,60,62,married,yes,others,41,57.0,8000.0,0.0,1200,1500
ok,1,owner,48,27,single,yes,fixed,45,62.0,5000.0,0.0,1500,1788
default,10,owner,48,54,married,no,freelance,35,27.0,5000.0,0.0,1050,1054
default,4,other,36,54,married,no,freelance,60,0.0,0.0,0.0,250,350
ok,22,other,24,36,married,no,fixed,45,176.0,0.0,0.0,700,1428
ok,7,owner,60,55,married,no,fixed,45,124.0,5000.0,0.0,800,982
default,1,parents,60,19,single,no,fixed,45,128.0,9500.0,2800.0,1300,1540
default,7,owner,60,31,married,no,fixed,60,92.0,3500.0,991.0,1050,1158
ok,7,other,48,55,married,no,fixed,75,100.0,6000.0,0.0,1200,1700
ok,21,owner,36,37,married,no,fixed,75,300.0,7000.0,3500.0,1100,1876
ok,8,owner,24,51,married,no,fixed,45,167.0,8000.0,0.0,250,400
ok,25,owner,60,51,married,no,fixed,60,222.0,7000.0,0.0,1300,1400
default,1,parents,48,22,single,no,freelance,35,0.0,10000.0,0.0,650,722
ok,0,rent,60,57,married,no,others,43,80.0,0.0,0.0,1200,1515
default,5,rent,48,48,married,yes,freelance,65,50.0,0.0,0.0,1200,1487
ok,13,parents,60,28,married,no,fixed,35,138.0,0.0,0.0,1080,1192
ok,2,rent,36,54,married,no,fixed,54,187.0,0.0,0.0,1200,2050
default,1,owner,60,53,married,no,freelance,35,140.0,8000.0,0.0,1600,2222
ok,7,parents,60,25,single,no,fixed,35,58.0,28000.0,0.0,1100,1338
ok,18,other,36,42,single,no,fixed,35,83.0,0.0,0.0,700,1380
default,1,rent,36,40,separated,no,others,79,38.0,0.0,0.0,400,400
ok,6,owner,48,35,married,no,freelance,60,0.0,3500.0,350.0,1300,1588
default,2,owner,60,42,widow,no,others,45,35.0,6000.0,0.0,650,865
ok,12,owner,48,31,married,no,fixed,60,84.0,5000.0,0.0,700,1702
ok,7,parents,60,30,single,no,fixed,35,95.0,0.0,0.0,900,1158
ok,18,owner,36,41,married,no,fixed,45,104.0,12000.0,800.0,900,1607
ok,6,owner,36,58,married,no,fixed,60,390.0,45000.0,0.0,1000,2318
ok,10,owner,60,50,married,no,fixed,75,209.0,13500.0,0.0,1450,1786
ok,7,private,48,27,married,no,fixed,60,71.0,800.0,0.0,800,1505
ok,1,parents,36,33,married,no,fixed,35,200.0,0.0,0.0,600,1580
default,1,owner,60,47,separated,no,fixed,35,48.0,5000.0,0.0,1200,1445
default,0,parents,60,38,separated,yes,freelance,45,,0.0,0.0,700,1738
ok,7,owner,24,41,married,no,freelance,45,0.0,6000.0,0.0,1200,2676
default,16,owner,36,30,married,no,fixed,45,82.0,4500.0,0.0,800,975
ok,10,owner,36,49,married,no,freelance,45,126.0,5000.0,0.0,800,1150
ok,11,owner,48,53,married,no,fixed,45,111.0,5000.0,0.0,1300,1763
ok,20,owner,48,44,married,no,fixed,45,87.0,3000.0,0.0,800,1694
ok,1,rent,6,34,married,no,freelance,99,535.0,0.0,0.0,500,1196
ok,8,rent,36,51,married,yes,freelance,60,0.0,0.0,0.0,400,600
default,1,owner,60,36,married,yes,freelance,45,0.0,4000.0,2000.0,1500,1743
ok,13,other,48,40,married,yes,freelance,75,270.0,0.0,0.0,2300,2750
default,8,parents,36,27,single,no,partime,35,53.0,0.0,0.0,225,350
default,1,owner,36,38,married,no,freelance,90,49.0,7000.0,300.0,1200,1619
ok,13,other,60,40,married,no,fixed,60,140.0,0.0,0.0,700,1465
ok,2,parents,60,24,single,no,fixed,35,67.0,0.0,0.0,316,1080
ok,6,owner,48,37,married,no,freelance,45,189.0,15750.0,3000.0,2300,2936
ok,0,rent,60,30,married,no,fixed,43,80.0,0.0,0.0,1000,1056
ok,8,rent,48,44,married,no,fixed,62,170.0,0.0,0.0,1000,1387
ok,8,private,36,31,married,no,fixed,60,110.0,2000.0,360.0,400,450
ok,4,other,60,27,married,no,fixed,35,98.0,5000.0,0.0,1200,1609
default,7,parents,24,31,married,no,freelance,35,67.0,0.0,0.0,200,2000
ok,3,owner,12,28,married,no,fixed,35,120.0,8000.0,0.0,1000,2997
ok,8,owner,36,38,married,no,fixed,45,150.0,23000.0,0.0,2800,4400
ok,1,parents,36,25,single,no,fixed,35,62.0,0.0,0.0,750,1366
ok,17,owner,48,51,married,no,freelance,35,100.0,16000.0,0.0,1100,1358
ok,3,owner,60,36,married,no,fixed,45,160.0,6500.0,0.0,1500,2038
ok,13,owner,48,37,married,no,fixed,60,205.0,5000.0,0.0,600,1243
default,9,rent,60,37,single,no,fixed,47,115.0,0.0,0.0,1600,1800
default,0,other,48,45,married,yes,fixed,45,0.0,0.0,0.0,1000,1135
default,0,other,60,51,married,no,freelance,60,0.0,0.0,0.0,1300,1321
default,15,owner,24,34,married,no,freelance,35,0.0,,,1300,2099
ok,15,owner,12,39,married,no,freelance,60,110.0,4000.0,0.0,700,1100
ok,1,owner,60,49,married,no,fixed,105,531.0,47000.0,0.0,1400,1601
ok,5,private,60,24,single,no,fixed,35,145.0,4000.0,0.0,1000,1346
ok,5,rent,48,36,married,yes,freelance,72,120.0,100000.0,0.0,775,950
ok,0,owner,24,33,married,no,partime,35,100.0,8000.0,0.0,500,2700
ok,12,owner,60,39,married,no,fixed,45,167.0,6000.0,0.0,1435,1875
ok,14,owner,12,41,married,no,freelance,60,245.0,7000.0,0.0,500,1253
ok,23,owner,36,59,married,no,fixed,35,100.0,7000.0,0.0,850,1334
ok,8,owner,48,46,married,no,freelance,75,190.0,7000.0,0.0,800,847
ok,3,owner,60,32,married,no,fixed,35,125.0,9000.0,2300.0,1350,1550
ok,15,owner,60,33,married,no,fixed,45,90.0,3000.0,0.0,1200,1323
ok,4,owner,60,34,married,no,fixed,45,205.0,11000.0,3700.0,1300,2060
default,3,other,24,28,single,no,fixed,35,51.0,0.0,0.0,800,1750
ok,31,owner,48,56,married,no,fixed,35,144.0,3000.0,0.0,850,928
default,5,rent,36,40,married,yes,freelance,35,0.0,0.0,0.0,1800,2800
default,11,owner,60,45,married,yes,fixed,105,235.0,2000.0,670.0,1400,2079
ok,8,owner,36,46,married,no,fixed,35,160.0,6000.0,600.0,600,1100
ok,11,rent,60,54,married,no,fixed,54,90.0,0.0,0.0,1000,1303
ok,21,other,60,43,single,no,fixed,35,115.0,0.0,0.0,1000,1338
ok,1,owner,48,53,married,no,freelance,35,213.0,20000.0,0.0,1250,2040
default,0,owner,60,43,married,yes,fixed,60,85.0,4000.0,0.0,1500,1813
ok,4,private,36,51,married,no,others,45,192.0,4000.0,108.0,575,1075
default,30,owner,60,61,married,yes,freelance,35,0.0,60000.0,0.0,950,1015
ok,14,owner,60,34,single,no,fixed,35,90.0,5000.0,0.0,1000,1349
ok,3,parents,36,26,married,no,freelance,35,61.0,18000.0,0.0,800,1000
ok,3,parents,18,21,single,yes,fixed,35,75.0,0.0,0.0,500,1364
ok,2,parents,60,41,married,yes,fixed,35,80.0,0.0,0.0,1000,1500
ok,10,owner,60,28,married,no,freelance,45,0.0,4000.0,0.0,1200,1214
default,3,rent,36,23,married,no,fixed,53,178.0,0.0,0.0,1600,2000
default,0,rent,6,37,separated,yes,freelance,35,0.0,0.0,0.0,760,768
ok,10,owner,60,27,married,no,freelance,35,180.0,8000.0,3530.0,1700,1847
ok,26,owner,60,56,married,no,fixed,35,120.0,3500.0,0.0,1400,1477
default,1,owner,60,40,married,no,freelance,35,349.0,6000.0,4000.0,1300,1511
default,12,other,60,36,married,yes,fixed,60,99.0,0.0,0.0,750,790
ok,15,rent,48,46,married,no,fixed,57,122.0,0.0,0.0,1350,1500
ok,17,owner,6,42,married,no,fixed,90,111.0,10000.0,0.0,1000,2626
default,5,ignore,48,46,married,no,freelance,75,91.0,6000.0,0.0,4500,6222
ok,6,parents,60,23,single,no,fixed,35,109.0,0.0,0.0,1332,1332
default,0,owner,36,54,married,no,others,60,35.0,20000.0,0.0,1000,1613
ok,10,owner,48,38,married,no,fixed,60,371.0,10000.0,4350.0,1450,1670
ok,10,other,42,26,single,no,fixed,35,67.0,0.0,0.0,800,1400
ok,6,owner,60,33,married,no,freelance,60,0.0,11000.0,450.0,1350,2006
default,1,private,48,40,married,no,freelance,45,0.0,4000.0,0.0,750,1720
ok,2,rent,48,33,single,no,partime,41,57.0,0.0,0.0,1230,1515
ok,11,owner,30,27,married,no,fixed,45,70.0,3500.0,0.0,1200,1531
default,1,owner,48,25,married,no,partime,35,63.0,3500.0,0.0,890,890
ok,16,owner,60,32,married,yes,fixed,35,204.0,7000.0,0.0,1200,1503
ok,20,owner,24,51,married,no,fixed,45,185.0,10000.0,0.0,600,750
default,5,owner,48,40,married,yes,fixed,75,115.0,20000.0,100.0,1200,1800
ok,3,owner,36,37,married,no,freelance,35,141.0,5000.0,400.0,1000,1912
ok,13,private,48,36,married,no,fixed,75,81.0,4750.0,0.0,1200,1385
ok,6,rent,60,25,married,no,fixed,55,100.0,0.0,0.0,1000,11140
ok,11,parents,48,28,single,yes,fixed,35,96.0,0.0,0.0,1100,1370
ok,3,owner,60,34,married,no,freelance,45,0.0,3000.0,0.0,1350,1423
default,2,owner,60,20,single,no,fixed,35,150.0,32000.0,2000.0,1500,1599
ok,13,rent,60,34,married,no,fixed,65,199.0,0.0,0.0,1550,2100
ok,7,parents,24,45,single,no,fixed,35,96.0,0.0,0.0,300,600
ok,3,rent,24,28,married,no,fixed,80,198.0,0.0,0.0,100,560
ok,3,owner,60,27,married,no,freelance,45,21.0,4000.0,0.0,1050,1064
ok,25,owner,60,63,married,no,freelance,60,70.0,10000.0,0.0,700,925
default,6,parents,60,23,single,no,fixed,35,50.0,0.0,0.0,1200,1830
ok,3,owner,60,26,married,no,freelance,35,121.0,8000.0,3055.0,1400,1581
default,2,rent,60,41,separated,no,fixed,41,58.0,0.0,0.0,1000,1189
default,1,parents,48,27,single,no,fixed,35,93.0,6000.0,0.0,550,818
ok,32,owner,36,53,married,no,fixed,35,100.0,4000.0,0.0,475,550
ok,15,parents,36,37,married,no,fixed,75,130.0,0.0,0.0,800,1479
ok,4,owner,48,50,married,no,freelance,75,0.0,,0.0,900,1073
default,2,other,36,30,single,no,fixed,35,55.0,0.0,0.0,950,1316
ok,0,owner,48,45,married,no,partime,35,110.0,3000.0,0.0,1200,1642
default,10,rent,24,36,married,no,freelance,60,0.0,0.0,0.0,240,240
ok,10,owner,60,39,married,no,freelance,45,95.0,3000.0,0.0,1000,1058
ok,5,rent,60,44,married,yes,freelance,75,0.0,5000.0,0.0,1800,1888
ok,6,owner,36,47,married,no,freelance,60,35.0,10000.0,0.0,1200,1974
ok,20,rent,48,55,married,no,freelance,51,156.0,0.0,0.0,1000,1643
default,16,parents,60,35,separated,no,fixed,35,105.0,0.0,0.0,800,1084
default,2,rent,36,32,married,no,fixed,51,58.0,0.0,0.0,500,615
ok,9,owner,24,40,married,no,freelance,60,0.0,5000.0,0.0,500,1490
default,1,other,48,23,single,no,partime,35,147.0,0.0,0.0,1000,1843
default,2,owner,60,38,married,yes,fixed,75,77.0,13000.0,5000.0,1805,1805
ok,6,owner,60,47,married,no,fixed,60,66.0,5000.0,0.0,600,1625
ok,8,rent,48,33,married,no,fixed,73,125.0,0.0,0.0,944,1054
ok,10,owner,60,33,married,no,freelance,45,150.0,13000.0,0.0,1500,2738
ok,0,parents,36,22,single,no,partime,35,105.0,3000.0,0.0,750,1092
ok,15,owner,24,64,married,yes,freelance,75,500.0,29500.0,3500.0,800,1081
ok,15,parents,48,46,divorced,no,fixed,35,125.0,0.0,0.0,1000,1284
ok,1,parents,18,23,single,no,partime,35,50.0,0.0,0.0,250,1139
ok,3,owner,60,30,married,no,fixed,45,95.0,3700.0,1250.0,1300,1665
ok,17,rent,48,37,married,no,fixed,53,181.0,0.0,0.0,1050,1317
ok,15,owner,60,45,divorced,no,fixed,35,140.0,16000.0,0.0,1000,1200
ok,0,parents,48,26,single,no,fixed,35,75.0,0.0,0.0,850,1400
ok,15,parents,60,34,married,no,fixed,75,182.0,3000.0,0.0,1500,1889
ok,11,parents,30,27,single,no,fixed,35,117.0,0.0,0.0,600,1293
ok,9,private,60,26,married,no,fixed,35,217.0,4000.0,0.0,750,1546
ok,1,owner,12,61,married,no,others,35,58.0,18000.0,0.0,500,1342
ok,11,owner,36,34,married,no,fixed,60,180.0,23000.0,0.0,400,1084
ok,8,parents,24,23,single,no,partime,45,110.0,0.0,0.0,900,931
default,5,owner,48,40,married,yes,fixed,35,87.0,5000.0,0.0,600,1258
ok,0,parents,42,21,single,no,fixed,35,75.0,0.0,0.0,900,1141
ok,0,other,60,37,married,no,fixed,60,198.0,0.0,0.0,1000,1000
ok,10,owner,60,40,married,yes,fixed,60,233.0,15000.0,2640.0,1400,2038
ok,7,owner,30,30,married,yes,fixed,45,126.0,7000.0,0.0,500,1661
default,8,parents,60,49,married,no,freelance,105,43.0,3000.0,0.0,1200,1451
ok,36,owner,60,61,married,no,fixed,45,154.0,4000.0,0.0,1350,1650
ok,4,owner,48,29,married,no,fixed,45,160.0,3500.0,0.0,1000,1226
ok,0,parents,24,21,single,no,fixed,35,160.0,0.0,0.0,900,1681
default,10,owner,60,40,married,no,fixed,45,70.0,7500.0,0.0,1388,1388
ok,9,rent,60,41,married,no,fixed,72,120.0,6000.0,700.0,1600,1776
ok,8,owner,36,30,married,no,freelance,45,80.0,7000.0,3000.0,1000,1734
ok,9,rent,36,39,married,no,freelance,54,90.0,0.0,0.0,600,875
default,1,parents,36,24,single,yes,partime,35,120.0,0.0,0.0,250,750
ok,19,owner,60,46,married,no,freelance,60,190.0,7000.0,0.0,1500,2755
ok,18,owner,36,34,married,no,fixed,60,130.0,6000.0,0.0,650,1601
ok,7,owner,60,28,married,no,fixed,35,111.0,3000.0,0.0,1600,1707
ok,9,rent,60,43,married,no,fixed,88,280.0,0.0,0.0,850,863
ok,8,rent,60,31,single,no,fixed,46,110.0,0.0,0.0,850,880
default,5,rent,36,28,married,no,freelance,60,0.0,0.0,0.0,900,1200
ok,30,owner,60,54,married,no,fixed,60,150.0,15000.0,0.0,1000,1388
default,10,private,48,37,married,no,fixed,60,150.0,1000.0,0.0,1200,1350
ok,0,owner,36,47,married,no,partime,35,85.0,,0.0,500,700
default,10,owner,36,36,married,yes,freelance,60,200.0,7000.0,0.0,1100,1250
ok,9,other,48,24,single,no,fixed,45,88.0,0.0,0.0,1200,1302
default,2,other,60,22,single,no,fixed,35,58.0,12000.0,0.0,1450,1600
default,13,other,48,37,married,no,fixed,60,98.0,0.0,0.0,950,1365
ok,24,owner,60,45,married,no,fixed,90,198.0,3500.0,0.0,900,1541
ok,10,owner,60,39,married,no,freelance,60,171.0,39000.0,0.0,3000,3569
ok,10,parents,36,37,single,yes,fixed,35,150.0,0.0,0.0,1000,2484
default,0,other,60,23,single,no,partime,35,0.0,0.0,0.0,1000,1084
ok,7,owner,6,52,married,yes,freelance,60,0.0,9000.0,0.0,550,2136
ok,8,private,48,31,married,no,fixed,60,122.0,4000.0,0.0,1400,1732
ok,2,owner,60,31,married,no,fixed,60,306.0,4000.0,0.0,1000,2095
ok,18,private,60,48,widow,no,freelance,45,200.0,8500.0,500.0,1300,1309
ok,14,owner,60,28,married,no,fixed,60,107.0,6000.0,2500.0,950,1610
ok,1,parents,24,29,single,no,partime,35,147.0,0.0,0.0,650,1370
default,25,owner,60,44,single,yes,fixed,35,100.0,3500.0,360.0,1050,1606
ok,5,owner,60,31,single,no,fixed,35,172.0,8000.0,0.0,850,1934
ok,4,owner,6,30,single,no,fixed,35,300.0,10000.0,0.0,750,1436
ok,13,owner,36,40,widow,no,fixed,35,109.0,6000.0,3300.0,900,1073
ok,11,owner,48,28,single,no,fixed,35,345.0,6000.0,0.0,830,1152
default,10,owner,60,37,single,no,fixed,35,92.0,3000.0,0.0,1500,1635
default,3,parents,60,35,married,yes,fixed,35,410.0,0.0,0.0,2000,2228
ok,5,parents,60,21,single,no,partime,35,70.0,0.0,0.0,1400,1550
ok,8,parents,42,27,single,no,fixed,35,107.0,0.0,0.0,400,1418
ok,12,owner,36,32,married,no,fixed,45,115.0,3500.0,0.0,800,1280
ok,2,other,60,20,single,no,fixed,35,165.0,2000.0,0.0,1000,1275
ok,0,parents,60,19,single,no,others,75,200.0,3000.0,0.0,1800,2091
ok,19,owner,24,52,married,no,fixed,35,180.0,2500.0,0.0,580,1380
default,2,owner,36,55,married,no,fixed,35,87.0,10000.0,0.0,1150,2000
ok,19,other,60,34,married,no,fixed,75,154.0,4500.0,0.0,1600,1778
ok,0,owner,36,53,separated,no,freelance,35,0.0,10000.0,2000.0,600,787
default,1,parents,24,21,single,no,fixed,35,60.0,0.0,0.0,900,1486
default,1,owner,24,32,married,no,partime,45,182.0,4000.0,200.0,175,175
